id,session,date,time,type_of_log
2697004617,SE02,27/02/18,10:29:10,IN
2697003702,SE02,27/02/18,10:31:22,IN
2697004951,SE02,27/02/18,10:32:18,IN
2697005062,SE02,27/02/18,10:32:23,IN
2697002661,SE02,27/02/18,10:33:26,IN
2604011912,SE02,27/02/18,10:33:29,IN
2697004902,SE02,27/02/18,10:34:00,IN
2697004659,SE02,27/02/18,10:34:01,IN
2697006807,SE02,27/02/18,10:34:24,IN
2697001786,SE02,27/02/18,10:35:27,IN
2698000032,SE02,27/02/18,10:35:56,IN
2698000034,SE02,27/02/18,10:36:01,IN
2697005237,SE02,27/02/18,10:36:51,IN
2698000036,SE02,27/02/18,10:36:55,IN
2698000040,SE02,27/02/18,10:37:01,IN
2698000037,SE02,27/02/18,10:37:08,IN
2698000037,SE02,27/02/18,10:37:10,IN
2698000035,SE02,27/02/18,10:37:14,IN
2697002110,SE02,27/02/18,10:37:20,IN
2697005757,SE02,27/02/18,10:38:47,IN
2698000071,SE02,27/02/18,10:38:49,IN
2697000953,SE02,27/02/18,10:38:51,IN
2697000602,SE02,27/02/18,10:39:02,IN
2698000038,SE02,27/02/18,10:39:05,IN
2697004922,SE02,27/02/18,10:39:28,IN
2697005132,SE02,27/02/18,10:39:37,IN
2604013790,SE02,27/02/18,10:41:33,IN
2697005760,SE02,27/02/18,10:41:35,IN
2697002710,SE02,27/02/18,10:41:45,IN
2697002710,SE02,27/02/18,10:41:46,IN
2604011882,SE02,27/02/18,10:45:01,IN
2604011881,SE02,27/02/18,10:45:03,IN
2697000851,SE02,27/02/18,10:46:51,IN
2697000079,SE03,27/02/18,10:20:52,IN
2697002754,SE03,27/02/18,10:21:13,IN
2697002696,SE03,27/02/18,10:22:51,IN
2698000057,SE03,27/02/18,10:23:15,IN
2697004692,SE03,27/02/18,10:24:25,IN
2697003211,SE03,27/02/18,10:24:42,IN
2697003173,SE03,27/02/18,10:24:44,IN
2697000508,SE03,27/02/18,10:27:23,IN
2697006730,SE03,27/02/18,10:27:41,IN
2697004947,SE03,27/02/18,10:28:28,IN
2697004950,SE03,27/02/18,10:28:29,IN
2697004952,SE03,27/02/18,10:28:42,IN
2697001731,SE03,27/02/18,10:29:29,IN
2697003085,SE03,27/02/18,10:30:13,IN
2697002924,SE03,27/02/18,10:30:56,IN
2697006213,SE03,27/02/18,10:31:24,IN
2697006797,SE03,27/02/18,10:31:31,IN
2697006113,SE03,27/02/18,10:35:38,IN
2697006093,SE03,27/02/18,10:35:41,IN
2697006103,SE03,27/02/18,10:35:44,IN
2697002472,SE03,27/02/18,10:36:26,IN
2698000030,SE03,27/02/18,10:37:45,IN
2611010088,SE03,27/02/18,10:37:58,IN
2611009364,SE03,27/02/18,10:38:00,IN
2611010092,SE03,27/02/18,10:38:04,IN
2611010096,SE03,27/02/18,10:38:06,IN
2611010087,SE03,27/02/18,10:38:07,IN
2611010094,SE03,27/02/18,10:38:08,IN
2611010095,SE03,27/02/18,10:38:09,IN
2611010091,SE03,27/02/18,10:38:12,IN
2611010087,SE03,27/02/18,10:38:19,IN
2611010090,SE03,27/02/18,10:38:22,IN
2697004951,SE03,27/02/18,10:39:19,IN
2697003423,SE03,27/02/18,10:39:39,IN
2604011889,SE03,27/02/18,10:41:22,IN
2604016537,SE03,27/02/18,10:43:46,IN
2.98E+13,SE03,27/02/18,10:47:06,IN
2697004640,SE03,27/02/18,10:47:09,IN
2697003190,SE03,27/02/18,10:47:13,IN
2697005062,SE03,27/02/18,10:47:15,IN
2697003189,SE03,27/02/18,10:47:17,IN
2697005196,SE05,27/02/18,10:12:28,IN
2697000344,SE05,27/02/18,10:12:29,IN
2697004577,SE05,27/02/18,10:20:51,IN
2698000043,SE05,27/02/18,10:25:31,IN
2697005867,SE05,27/02/18,10:25:33,IN
2697000231,SE05,27/02/18,10:25:35,IN
2697006841,SE05,27/02/18,10:25:39,IN
2697003426,SE05,27/02/18,10:25:40,IN
2697002721,SE05,27/02/18,10:25:43,IN
2697002173,SE05,27/02/18,10:25:47,IN
2698000010,SE05,27/02/18,10:26:05,IN
2698000050,SE05,27/02/18,10:27:25,IN
2697003833,SE05,27/02/18,10:27:40,IN
2697003176,SE05,27/02/18,10:27:42,IN
2697001851,SE05,27/02/18,10:27:46,IN
2697005362,SE05,27/02/18,10:27:52,IN
2697003704,SE05,27/02/18,10:27:54,IN
2697001275,SE05,27/02/18,10:27:57,IN
2697003716,SE05,27/02/18,10:28:14,IN
2697000616,SE05,27/02/18,10:28:22,IN
2697000198,SE05,27/02/18,10:28:26,IN
2697000679,SE05,27/02/18,10:28:28,IN
2697000218,SE05,27/02/18,10:28:32,IN
2604013789,SE05,27/02/18,10:28:47,IN
2604013793,SE05,27/02/18,10:28:52,IN
2604013791,SE05,27/02/18,10:28:53,IN
2697002038,SE05,27/02/18,10:29:08,IN
2697005983,SE05,27/02/18,10:29:27,IN
2604011920,SE05,27/02/18,10:30:03,IN
2604011919,SE05,27/02/18,10:30:07,IN
2697004576,SE05,27/02/18,10:30:39,IN
2697000495,SE05,27/02/18,10:31:13,IN
2697003957,SE05,27/02/18,10:31:16,IN
2697004164,SE05,27/02/18,10:31:45,IN
2697004475,SE05,27/02/18,10:31:57,IN
2697004771,SE05,27/02/18,10:32:02,IN
2697000344,SE05,27/02/18,10:32:35,IN
2697005196,SE05,27/02/18,10:32:36,IN
2697003377,SE05,27/02/18,10:32:50,IN
2604017036,SE05,27/02/18,10:32:53,IN
2604017242,SE05,27/02/18,10:33:00,IN
2698000031,SE05,27/02/18,10:33:13,IN
2697005229,SE05,27/02/18,10:33:14,IN
2697005153,SE05,27/02/18,10:33:29,IN
2697003081,SE05,27/02/18,10:33:42,IN
2697003083,SE05,27/02/18,10:33:45,IN
2697003078,SE05,27/02/18,10:33:47,IN
2697000906,SE05,27/02/18,10:34:38,IN
2697001856,SE05,27/02/18,10:34:51,IN
2697001772,SE05,27/02/18,10:34:54,IN
2697002214,SE05,27/02/18,10:35:18,IN
2697004049,SE05,27/02/18,10:36:13,IN
2697003786,SE05,27/02/18,10:36:23,IN
2697001606,SE05,27/02/18,10:36:28,IN
2697003906,SE05,27/02/18,10:36:35,IN
2697003936,SE05,27/02/18,10:36:42,IN
2697002421,SE05,27/02/18,10:37:00,IN
2697005544,SE05,27/02/18,10:37:49,IN
2697005544,SE05,27/02/18,10:37:51,IN
2697005909,SE05,27/02/18,10:37:55,IN
2697001714,SE05,27/02/18,10:38:39,IN
2697006213,SE05,27/02/18,10:38:45,IN
2697005161,SE05,27/02/18,10:39:34,IN
2697000746,SE05,27/02/18,10:39:40,IN
2697001366,SE05,27/02/18,10:40:03,IN
2697001403,SE05,27/02/18,10:40:05,IN
2697002321,SE05,27/02/18,10:40:24,IN
2604011719,SE05,27/02/18,10:41:14,IN
2604011720,SE05,27/02/18,10:41:16,IN
2697006730,SE05,27/02/18,10:42:31,IN
2697003913,SE05,27/02/18,10:43:13,IN
2698000025,SE05,27/02/18,10:43:29,IN
2697006113,SE05,27/02/18,10:43:36,IN
2697006093,SE05,27/02/18,10:43:40,IN
2697006103,SE05,27/02/18,10:43:43,IN
2697000769,SE05,27/02/18,10:44:06,IN
2697003582,SE05,27/02/18,10:44:10,IN
2697006332,SE05,27/02/18,10:44:12,IN
2697004947,SE05,27/02/18,10:44:22,IN
2697004950,SE05,27/02/18,10:44:37,IN
2697004951,SE05,27/02/18,10:44:39,IN
2604012694,SE05,27/02/18,10:44:47,IN
2697003583,SE05,27/02/18,10:45:00,IN
2697003583,SE05,27/02/18,10:45:00,IN
2697004362,SE05,27/02/18,10:47:35,IN
2697003423,SE05,27/02/18,10:49:09,IN
2697002472,SE05,27/02/18,10:49:47,IN
2697004692,SE05,27/02/18,10:49:59,IN
2698000035,SE05,27/02/18,10:51:43,IN
2698000037,SE05,27/02/18,10:51:45,IN
2697004944,SE05,27/02/18,10:51:57,IN
2698000020,SE05,27/02/18,10:51:58,IN
2604011881,SE05,27/02/18,10:52:19,IN
2604011882,SE05,27/02/18,10:52:20,IN
2611008403,SE05,27/02/18,10:53:19,IN
2698000114,SE05,27/02/18,10:54:12,IN
2697001225,SE05,27/02/18,10:54:32,IN
2697005828,SE05,27/02/18,10:54:57,IN
2697003581,SE05,27/02/18,10:55:33,IN
2697003371,SE05,27/02/18,10:55:34,IN
2697002722,SE05,27/02/18,10:58:22,IN
2697001434,SE05,27/02/18,11:00:01,IN
2697001964,SE05,27/02/18,11:00:05,IN
2697002728,SE05,27/02/18,11:00:14,IN
2697002425,SE05,27/02/18,11:00:50,IN
2697004868,SE05,27/02/18,11:00:52,IN
2697006131,SE05,27/02/18,11:01:25,IN
2697005925,SE05,27/02/18,11:01:44,IN
2697002190,SE05,27/02/18,11:01:47,IN
2697002565,SE05,27/02/18,11:02:27,IN
2697004703,SE05,27/02/18,11:02:29,IN
2697002672,SE05,27/02/18,11:02:30,IN
2697006264,SE05,27/02/18,11:02:32,IN
2697005386,SE05,27/02/18,11:02:33,IN
2697005302,SE05,27/02/18,11:02:37,IN
2697000508,SE05,27/02/18,11:02:39,IN
2698000073,SE05,27/02/18,11:03:36,IN
2604011702,SE05,27/02/18,11:04:17,IN
2697003772,SE05,27/02/18,11:05:31,IN
2698000093,SE05,27/02/18,11:05:37,IN
2697001738,SE05,27/02/18,11:05:52,IN
2697004490,SE05,27/02/18,11:06:06,IN
2697000592,SE05,27/02/18,11:06:53,IN
2697005108,SE05,27/02/18,11:07:13,IN
2604011884,SE05,27/02/18,11:07:17,IN
2698000140,SE05,27/02/18,11:08:32,IN
2697002114,SE05,27/02/18,11:09:46,IN
2697000953,SE05,27/02/18,11:10:25,IN
2697005757,SE05,27/02/18,11:10:28,IN
2697004857,SE05,27/02/18,11:10:50,IN
2697000086,SE05,27/02/18,11:11:11,IN
2697002004,SE05,27/02/18,11:11:49,IN
2697006303,SE05,27/02/18,11:11:52,IN
2698000141,SE05,27/02/18,11:12:27,IN
2698000107,SE05,27/02/18,11:13:44,IN
2604011733,SE05,27/02/18,11:13:54,IN
2697005011,SE05,27/02/18,11:14:09,IN
2697006611,SE05,27/02/18,11:14:16,IN
2697006601,SE05,27/02/18,11:14:22,IN
2698000111,SE05,27/02/18,11:14:28,IN
2698000118,SE05,27/02/18,11:14:29,IN
2697006084,SE05,27/02/18,11:14:39,IN
2697004690,SE05,27/02/18,11:14:45,IN
2698000032,SE05,27/02/18,11:14:52,IN
2697005062,SE05,27/02/18,11:15:01,IN
2698000034,SE05,27/02/18,11:15:06,IN
2697006046,SE05,27/02/18,11:15:22,IN
2604011856,SE05,27/02/18,11:15:31,IN
2697006768,SE05,27/02/18,11:15:35,IN
2698000140,SE05,27/02/18,11:15:36,IN
2697000621,SE05,27/02/18,11:16:50,IN
2697000769,SE01,27/02/18,10:32:34,OUT
2697000953,SE01,27/02/18,10:37:04,OUT
2697002710,SE01,27/02/18,10:39:51,OUT
2604012649,SE01,27/02/18,10:42:09,OUT
2605016945,SE01,27/02/18,10:45:40,OUT
2697003913,SE01,27/02/18,10:50:44,OUT
2697000179,SE01,27/02/18,10:52:55,OUT
2697000232,SE01,27/02/18,10:52:57,OUT
2604013789,SE01,27/02/18,10:53:01,OUT
2604013793,SE01,27/02/18,10:53:25,OUT
2604013791,SE01,27/02/18,10:53:27,OUT
2604012650,SE01,27/02/18,10:54:02,OUT
2697006731,SE01,27/02/18,10:56:01,OUT
2604013319,SE01,27/02/18,10:56:14,OUT
2697000938,SE01,27/02/18,10:56:21,OUT
2697000664,SE01,27/02/18,10:56:23,OUT
2604011868,SE01,27/02/18,10:56:27,OUT
2604011870,SE01,27/02/18,10:56:29,OUT
2604011867,SE01,27/02/18,10:56:32,OUT
2698000072,SE01,27/02/18,10:56:34,OUT
2697001579,SE01,27/02/18,10:56:37,OUT
2697004868,SE01,27/02/18,10:56:41,OUT
2697004576,SE01,27/02/18,10:56:44,OUT
2697002425,SE01,27/02/18,10:56:48,OUT
2697005479,SE01,27/02/18,10:56:50,OUT
2697002873,SE01,27/02/18,10:56:53,OUT
2697001964,SE01,27/02/18,10:56:58,OUT
2697003176,SE01,27/02/18,10:57:00,OUT
2697005379,SE01,27/02/18,10:57:03,OUT
2697004317,SE01,27/02/18,10:57:07,OUT
2697001739,SE01,27/02/18,10:57:11,OUT
2697005908,SE01,27/02/18,10:57:14,OUT
2697002966,SE01,27/02/18,10:57:18,OUT
2697000184,SE01,27/02/18,10:57:21,OUT
2697003496,SE01,27/02/18,10:57:28,OUT
2698000027,SE01,27/02/18,10:57:29,OUT
2697006712,SE01,27/02/18,10:57:32,OUT
2611012202,SE01,27/02/18,10:57:34,OUT
2697001665,SE01,27/02/18,10:57:37,OUT
2697002268,SE01,27/02/18,10:57:40,OUT
2697002118,SE01,27/02/18,10:58:08,OUT
2697004490,SE01,27/02/18,10:58:20,OUT
2697005480,SE01,27/02/18,10:58:22,OUT
2697000075,SE01,27/02/18,10:58:26,OUT
2697006665,SE01,27/02/18,10:58:34,OUT
2697001586,SE01,27/02/18,10:59:21,OUT
2697006591,SE01,27/02/18,11:05:17,OUT
2697000232,SE02,27/02/18,10:36:46,OUT
2697000179,SE02,27/02/18,10:36:48,OUT
2697003553,SE02,27/02/18,10:37:28,OUT
2698000040,SE02,27/02/18,10:38:16,OUT
2698000036,SE02,27/02/18,10:38:22,OUT
2697004951,SE02,27/02/18,10:38:30,OUT
2698000038,SE02,27/02/18,10:41:36,OUT
2697000602,SE02,27/02/18,10:41:39,OUT
2697004922,SE02,27/02/18,10:42:10,OUT
2698000034,SE02,27/02/18,10:45:32,OUT
2698000032,SE02,27/02/18,10:45:36,OUT
2698000037,SE02,27/02/18,10:45:45,OUT
2697005062,SE02,27/02/18,10:45:49,OUT
2698000035,SE02,27/02/18,10:45:56,OUT
2604013790,SE02,27/02/18,10:46:24,OUT
2697005760,SE02,27/02/18,10:46:27,OUT
2697006807,SE02,27/02/18,10:46:35,OUT
2697005340,SE02,27/02/18,10:48:02,OUT
2697002661,SE02,27/02/18,10:48:05,OUT
2604011912,SE02,27/02/18,10:48:10,OUT
2697005237,SE02,27/02/18,10:48:12,OUT
2604011882,SE02,27/02/18,10:48:16,OUT
2604011881,SE02,27/02/18,10:48:17,OUT
2697000953,SE02,27/02/18,10:48:19,OUT
2697005757,SE02,27/02/18,10:48:25,OUT
2697004902,SE02,27/02/18,10:48:35,OUT
2697004659,SE02,27/02/18,10:48:37,OUT
2697002110,SE02,27/02/18,10:48:48,OUT
2697000851,SE02,27/02/18,10:50:19,OUT
2697002710,SE02,27/02/18,10:50:30,OUT
2697001731,SE03,27/02/18,10:31:21,OUT
2697006213,SE03,27/02/18,10:32:46,OUT
2697006797,SE03,27/02/18,10:34:09,OUT
2697006730,SE03,27/02/18,10:36:33,OUT
2697004947,SE03,27/02/18,10:36:51,OUT
2697004951,SE03,27/02/18,10:36:55,OUT
2697004950,SE03,27/02/18,10:36:58,OUT
2697004952,SE03,27/02/18,10:37:03,OUT
2697006093,SE03,27/02/18,10:37:09,OUT
2697006103,SE03,27/02/18,10:37:11,OUT
2697006113,SE03,27/02/18,10:37:12,OUT
2697003423,SE03,27/02/18,10:42:12,OUT
2697002472,SE03,27/02/18,10:42:19,OUT
2697004692,SE03,27/02/18,10:43:44,OUT
2611010087,SE03,27/02/18,10:44:29,OUT
2611009364,SE03,27/02/18,10:44:31,OUT
2611010087,SE03,27/02/18,10:44:34,OUT
2611010088,SE03,27/02/18,10:44:35,OUT
2698000030,SE03,27/02/18,10:44:40,OUT
2611010090,SE03,27/02/18,10:44:43,OUT
2611010091,SE03,27/02/18,10:44:45,OUT
2611010095,SE03,27/02/18,10:44:47,OUT
2611010094,SE03,27/02/18,10:44:49,OUT
2611010092,SE03,27/02/18,10:44:51,OUT
2611010096,SE03,27/02/18,10:44:53,OUT
2697003211,SE03,27/02/18,10:45:33,OUT
2604016537,SE03,27/02/18,10:45:58,OUT
2697002754,SE03,27/02/18,10:46:06,OUT
2697005062,SE03,27/02/18,10:46:10,OUT
2697003173,SE03,27/02/18,10:46:20,OUT
2697003189,SE03,27/02/18,10:46:26,OUT
2697002696,SE03,27/02/18,10:46:36,OUT
2697002489,SE03,27/02/18,10:46:42,OUT
2697001557,SE03,27/02/18,10:46:46,OUT
2697002924,SE03,27/02/18,10:46:57,OUT
2697003085,SE03,27/02/18,10:47:02,OUT
2697000079,SE03,27/02/18,10:47:17,OUT
2697003585,SE03,27/02/18,10:47:35,OUT
2697003583,SE03,27/02/18,10:47:37,OUT
2698000057,SE03,27/02/18,10:48:04,OUT
2604011889,SE03,27/02/18,10:48:05,OUT
2697000508,SE03,27/02/18,10:48:16,OUT
2697003176,SE05,27/02/18,10:29:14,OUT
2697000344,SE05,27/02/18,10:30:58,OUT
2697005196,SE05,27/02/18,10:30:59,OUT
2697003078,SE05,27/02/18,10:33:01,OUT
2697004049,SE05,27/02/18,10:37:35,OUT
2697004576,SE05,27/02/18,10:40:10,OUT
2697006797,SE05,27/02/18,10:41:22,OUT
2697003426,SE05,27/02/18,10:42:39,OUT
2697006841,SE05,27/02/18,10:42:40,OUT
2697005867,SE05,27/02/18,10:42:50,OUT
2697000231,SE05,27/02/18,10:43:19,OUT
2697002721,SE05,27/02/18,10:43:21,OUT
2697000906,SE05,27/02/18,10:43:28,OUT
2698000010,SE05,27/02/18,10:43:34,OUT
2697001714,SE05,27/02/18,10:44:24,OUT
2697000769,SE05,27/02/18,10:45:38,OUT
2697003582,SE05,27/02/18,10:45:40,OUT
2697006332,SE05,27/02/18,10:45:42,OUT
2697002140,SE05,27/02/18,10:46:04,OUT
2697003913,SE05,27/02/18,10:46:18,OUT
2697004944,SE05,27/02/18,10:51:00,OUT
2698000020,SE05,27/02/18,10:51:01,OUT
2697003936,SE05,27/02/18,10:53:09,OUT
2697003371,SE05,27/02/18,10:53:48,OUT
2697003581,SE05,27/02/18,10:53:50,OUT
2697001606,SE05,27/02/18,10:54:10,OUT
2697001225,SE05,27/02/18,10:57:44,OUT
2697006103,SE05,27/02/18,10:58:24,OUT
2698000037,SE05,27/02/18,10:59:22,OUT
2698000035,SE05,27/02/18,10:59:26,OUT
2697001366,SE05,27/02/18,11:00:41,OUT
2697001403,SE05,27/02/18,11:00:47,OUT
2697005161,SE05,27/02/18,11:02:25,OUT
2697002038,SE05,27/02/18,11:02:47,OUT
2697000198,SE05,27/02/18,11:03:13,OUT
2697002728,SE05,27/02/18,11:04:19,OUT
2697001738,SE05,27/02/18,11:05:17,OUT
2697001434,SE05,27/02/18,11:06:36,OUT
2698000031,SE05,27/02/18,11:08:08,OUT
2697005229,SE05,27/02/18,11:08:11,OUT
2697005544,SE05,27/02/18,11:08:38,OUT
2604011720,SE05,27/02/18,11:09:59,OUT
2604011719,SE05,27/02/18,11:10:02,OUT
2697003581,SE05,27/02/18,11:10:44,OUT
2697003371,SE05,27/02/18,11:10:46,OUT
2697005983,SE05,27/02/18,11:11:45,OUT
2698000140,SE05,27/02/18,11:11:57,OUT
2697004475,SE05,27/02/18,11:12:37,OUT
2698000073,SE05,27/02/18,11:12:58,OUT
2698000140,SE05,27/02/18,11:13:38,OUT
2604011856,SE05,27/02/18,11:13:39,OUT
2697006601,SE05,27/02/18,11:14:58,OUT
2697006611,SE05,27/02/18,11:15:01,OUT
2697006046,SE05,27/02/18,11:15:26,OUT
2697006768,SE05,27/02/18,11:15:28,OUT
2697002425,SE05,27/02/18,11:15:38,OUT
2697004868,SE05,27/02/18,11:15:46,OUT
2698000032,SE05,27/02/18,11:16:38,OUT
2698000034,SE05,27/02/18,11:16:39,OUT
2697005011,SE05,27/02/18,11:16:42,OUT
2697003377,SE05,27/02/18,11:16:44,OUT
2697003377,SE05,27/02/18,11:16:44,OUT
2697006084,SE05,27/02/18,11:16:46,OUT
2697002004,SE05,27/02/18,11:16:49,OUT
2697006303,SE05,27/02/18,11:16:50,OUT
2698000114,SE05,27/02/18,11:16:52,OUT
2697002114,SE05,27/02/18,11:16:53,OUT
2697000508,SE05,27/02/18,11:16:55,OUT
2697005909,SE05,27/02/18,11:16:58,OUT
2697005153,SE05,27/02/18,11:16:59,OUT
2604017036,SE05,27/02/18,11:17:00,OUT
2697002173,SE05,27/02/18,11:17:07,OUT
2698000050,SE05,27/02/18,11:17:09,OUT
2697003906,SE05,27/02/18,11:17:12,OUT
2697006093,SE05,27/02/18,11:17:13,OUT
2697005828,SE05,27/02/18,11:17:15,OUT
2697004771,SE05,27/02/18,11:17:16,OUT
2697004952,SE05,27/02/18,11:17:23,OUT
2697002472,SE05,27/02/18,11:17:26,OUT
2697006113,SE05,27/02/18,11:17:27,OUT
2697004951,SE05,27/02/18,11:17:28,OUT
2697004947,SE05,27/02/18,11:17:29,OUT
2697006093,SE05,27/02/18,11:17:31,OUT
2697004692,SE05,27/02/18,11:17:34,OUT
2697004950,SE05,27/02/18,11:17:35,OUT
2698000107,SE05,27/02/18,11:17:36,OUT
2604011733,SE05,27/02/18,11:17:38,OUT
2697001772,SE05,27/02/18,11:17:42,OUT
2697001964,SE05,27/02/18,11:17:44,OUT
2697000218,SE05,27/02/18,11:17:46,OUT
2697000495,SE05,27/02/18,11:17:48,OUT
2697000086,SE05,27/02/18,11:17:49,OUT
2697003957,SE05,27/02/18,11:17:50,OUT
2604011881,SE05,27/02/18,11:17:53,OUT
2604011882,SE05,27/02/18,11:17:54,OUT
2697002190,SE05,27/02/18,11:17:57,OUT
2697005925,SE05,27/02/18,11:17:59,OUT
2697005108,SE05,27/02/18,11:18:03,OUT
2604011884,SE05,27/02/18,11:18:04,OUT
2697003423,SE05,27/02/18,11:18:14,OUT
2698000043,SE05,27/02/18,11:18:16,OUT
2697003793,SE05,27/02/18,11:18:20,OUT
2697005362,SE05,27/02/18,11:18:25,OUT
2697004857,SE05,27/02/18,11:18:35,OUT
2604011919,SE05,27/02/18,11:18:39,OUT
2697001275,SE05,27/02/18,11:19:00,OUT
2697003786,SE05,27/02/18,11:19:04,OUT
2697000621,SE05,27/02/18,11:19:14,OUT
2697001851,SE05,27/02/18,11:19:21,OUT
2697000953,SE05,27/02/18,11:19:26,OUT
2697005757,SE05,27/02/18,11:19:30,OUT
2697002672,SE05,27/02/18,11:19:37,OUT
2697004703,SE05,27/02/18,11:19:38,OUT
2697002565,SE05,27/02/18,11:19:45,OUT
2698000111,SE05,27/02/18,11:19:47,OUT
2697005062,SE05,27/02/18,11:19:50,OUT
2698000118,SE05,27/02/18,11:19:59,OUT
2698000093,SE05,27/02/18,11:20:10,OUT
2604011920,SE05,27/02/18,11:20:15,OUT
2697003704,SE05,27/02/18,11:20:44,OUT
2611010213,SE13,27/02/18,11:55:37,IN
2697002199,SE13,27/02/18,11:57:13,IN
2604011922,SE13,27/02/18,11:58:53,IN
2697002630,SE13,27/02/18,11:59:00,IN
2604011880,SE13,27/02/18,11:59:42,IN
2604011877,SE13,27/02/18,11:59:45,IN
2604011878,SE13,27/02/18,11:59:49,IN
2697005972,SE13,27/02/18,12:00:07,IN
2697005958,SE13,27/02/18,12:00:09,IN
2698000061,SE13,27/02/18,12:00:13,IN
2698000060,SE13,27/02/18,12:00:15,IN
2697006334,SE13,27/02/18,12:00:19,IN
2698000029,SE13,27/02/18,12:02:34,IN
2698000039,SE13,27/02/18,12:02:36,IN
2697003300,SE13,27/02/18,12:02:44,IN
2604011819,SE13,27/02/18,12:02:47,IN
2604011821,SE13,27/02/18,12:02:58,IN
2697002489,SE13,27/02/18,12:03:01,IN
2697002924,SE13,27/02/18,12:03:03,IN
2697003085,SE13,27/02/18,12:03:06,IN
2697003892,SE13,27/02/18,12:03:08,IN
2697006838,SE13,27/02/18,12:06:09,IN
2697006817,SE13,27/02/18,12:06:12,IN
2697006815,SE13,27/02/18,12:06:14,IN
2697003717,SE13,27/02/18,12:07:52,IN
2697003730,SE13,27/02/18,12:07:54,IN
2697003722,SE13,27/02/18,12:08:02,IN
2698000166,SE13,27/02/18,12:10:56,IN
2698000161,SE13,27/02/18,12:10:58,IN
2698000262,SE13,27/02/18,12:13:51,IN
2698000272,SE13,27/02/18,12:13:53,IN
2697001772,SE13,27/02/18,12:17:48,IN
2697001856,SE13,27/02/18,12:17:52,IN
2698000142,SE13,27/02/18,12:18:47,IN
2697002173,SE13,27/02/18,12:19:25,IN
2604011766,SE13,27/02/18,12:19:48,IN
2604011764,SE13,27/02/18,12:19:49,IN
2697003377,SE13,27/02/18,12:22:18,IN
2604011368,SE14,27/02/18,12:01:29,IN
2604011735,SE14,27/02/18,12:01:31,IN
2611011531,SE14,27/02/18,12:01:39,IN
2697003348,SE14,27/02/18,12:01:40,IN
2604011891,SE14,27/02/18,12:01:44,IN
2697001519,SE14,27/02/18,12:02:26,IN
2697005760,SE14,27/02/18,12:02:40,IN
2604013790,SE14,27/02/18,12:02:42,IN
2605012388,SE14,27/02/18,12:03:11,IN
2697003348,SE14,27/02/18,12:03:16,IN
2611011531,SE14,27/02/18,12:03:17,IN
2604011889,SE14,27/02/18,12:03:26,IN
2697001459,SE14,27/02/18,12:04:15,IN
2697001687,SE14,27/02/18,12:04:18,IN
2697006858,SE14,27/02/18,12:04:20,IN
2604011919,SE14,27/02/18,12:04:43,IN
2697006858,SE14,27/02/18,12:07:09,IN
2697005849,SE14,27/02/18,12:07:45,IN
